Unnamed: 0,Species,Owner,Country_of_Origin,Farm.Name,Altitude,Region,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,CoffeeScore,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
739,Arabica,cadexsa,Honduras,bethel,1350,La Paz,275,1 kg,2015,"April 15th, 2015",Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,Green,2,m,1350.0,1350.0,1350.0
740,Arabica,afca,Malawi,kachere,1180m,mzuzu,10,60 kg,2014,"November 4th, 2014",Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,0.13,0,0.0,Blue-Green,0,m,1180.0,1180.0,1180.0
741,Arabica,ipanema coffees,Brazil,rio verde,1100,Sul de Minas,320,2 kg,2014/2015,"October 16th, 2014",Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,0.11,0,0.0,Green,0,m,1100.0,1100.0,1100.0
742,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xing ka fei wang 國姓咖啡王咖啡莊園,650 m,nantou,35,60 kg,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0.11,0,0.0,Green,0,m,650.0,650.0,650.0
743,Arabica,jesus carlos cardenas valdivia,Mexico,finca huehuetecpan,1338,veracruz,150,1 kg,2013,"July 19th, 2013",Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,0.12,0,0.0,Blue-Green,4,m,1338.0,1338.0,1338.0
744,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,6,100 lbs,2013,"May 3rd, 2013",Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,0.0,0,0.0,Bluish-Green,1,ft,,,
745,Arabica,saul m. hernandez ramirez,Mexico,omicuatla,533,Hidalgo,10,1 kg,2012,"September 27th, 2012",Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,82.25,0.16,3,0.0,None,8,m,533.0,533.0,533.0
746,Arabica,juan luis alvarado romero,Guatemala,finca medina,4563,antigua,275,69 kg,2012,"September 19th, 2012",Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,Green,2,ft,1390.8024,1390.8024,1390.8024
747,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbgr7230412,1170,veracruz,10,1 kg,2012,"August 31st, 2012",Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,0.13,0,0.0,Green,3,m,1170.0,1170.0,1170.0
748,Arabica,guillermo rojas saldana,Mexico,jamaica,1250,juquila,40,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.12,0,0.0,Green,13,m,1250.0,1250.0,1250.0
749,Arabica,adam kline,El Salvador,,,,288,1 kg,2012,"August 21st, 2012",Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25,0.0,2,0.0,Green,5,m,,,
750,Arabica,sergio de la vequia bernardi,Mexico,chilcuatla,1100,veracruz,250,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,0.11,0,0.0,Green,0,m,1100.0,1100.0,1100.0
751,Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad de canoas,900,colima,250,1 kg,2012,"April 2nd, 2012",Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0.1,0,0.0,Green,3,m,900.0,900.0,900.0
752,Arabica,exportadora de cafe condor s.a,Colombia,,1750,huila,250,70 kg,2012,"February 22nd, 2012",Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0.12,0,0.0,Green,1,m,1750.0,1750.0,1750.0
753,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,100,70 kg,2012,"February 9th, 2012",Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,0.11,0,0.0,Green,0,m,1600.0,1950.0,1775.0
754,Arabica,nucoffee,Brazil,caxambu,,,84,60 kg,2012,"January 23rd, 2012",Arusha,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,82.25,0.12,0,0.0,Green,1,m,,,
756,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,934,Sul de Minas,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,0.11,0,1.0,Green,5,m,934.0,934.0,934.0
757,Arabica,bismarck castro,Honduras,las cuchillas,1500,comayagua,200,69 kg,2015,"June 9th, 2016",Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,0,1.0,Bluish-Green,2,m,1500.0,1500.0,1500.0
758,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,1000,jinotega,275,69 kg,,"March 15th, 2016",,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,0,0.0,Green,1,m,1000.0,1000.0,1000.0
759,Arabica,langiro farm group,Tanzania,langiro farm group,1500-1800,ruvuma,30,80 kg,2015,"November 16th, 2015",Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,1,0.0,Green,6,m,1500.0,1800.0,1650.0
760,Arabica,ibero coffee trading co (t) ltd,Tanzania,,1600,northern,300,60 kg,2015/2016,"October 20th, 2015",Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,0,0.0,Green,1,m,1600.0,1600.0,1600.0
761,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,0.0,0,0.0,Green,1,m,1.0,1.0,1.0
762,Arabica,doi tung development project,Thailand,,800++,chiang rai,1,1 kg,2014,"June 9th, 2015",,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Bluish-Green,0,m,800.0,800.0,800.0
763,Arabica,cadexsa,Honduras,bethel,1350,La Paz,275,1 kg,2015,"April 15th, 2015",Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,0,0.0,Green,2,m,1350.0,1350.0,1350.0
764,Arabica,essencecoffee,Guatemala,blue lake,1500,atitlan,250,69 kg,2014,"March 21st, 2015",Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,0,0.0,Blue-Green,4,m,1500.0,1500.0,1500.0
765,Arabica,bourbon specialty coffees,Brazil,,,cerrado,300,60 kg,2014,"January 15th, 2015",Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Green,1,m,,,
766,Arabica,tembo coffee company ltd,Tanzania,ilomba 2,1700,"ilomba vilage, mbozi",10,60 kg,2014,"December 15th, 2014",Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,0,0.0,Green,1,m,1700.0,1700.0,1700.0
767,Arabica,j.andrade,Mexico,el pino,1100,veracruz,200,1 kg,2013,"July 15th, 2014",Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0.12,0,0.0,Green,0,m,1100.0,1100.0,1100.0
768,Arabica,lusso lab,Mexico,,1200-1600m,chiapas,2,2 kg,2013,"April 10th, 2014",Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,1,0.0,None,1,m,1200.0,1600.0,1400.0
769,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,song yue coffee 嵩岳咖啡,1200 m,yunlin 雲林縣石壁,60,60 kg,2013/2014,"December 26th, 2013",Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,0,0.0,Green,0,m,1200.0,1200.0,1200.0
770,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,800 m,"dongshan dist., tainan city 臺南市東山區",80,10 kg,2012,"May 29th, 2013",Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0.0,0,0.0,Green,0,m,800.0,800.0,800.0
771,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,250,70 kg,2013,"March 20th, 2013",Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0.0,0,0.0,Bluish-Green,1,m,1750.0,1750.0,1750.0
772,Arabica,saul m. hernandez ramirez,Mexico,el nanchi,1144,Hidalgo,10,1 kg,2012,"September 27th, 2012",Typica,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,0.15,1,0.0,None,9,m,1144.0,1144.0,1144.0
773,Arabica,the coffee source inc.,Guatemala,,1350,santa rosa,250,1 kg,2012,"August 2nd, 2012",Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,0,0.0,None,2,m,1350.0,1350.0,1350.0
774,Arabica,salvador caro carrion,Mexico,las truchas,1000,Veracruz,200,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Green,4,m,1000.0,1000.0,1000.0
775,Arabica,organizaciones de productores de cafe colimense,Mexico,"la calera, barranca de la leona, el nogal",1200,colima,60,1 kg,2012,"July 2nd, 2012",Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,0,0.0,Green,1,m,1200.0,1200.0,1200.0
776,Arabica,exportadora de cafe condor s.a,Colombia,,1800 msnm,huila,250,70 kg,4T/10,"February 9th, 2011",,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0.08,0,0.0,,0,m,1800.0,1800.0,1800.0
777,Arabica,sanjava coffee,Indonesia,various,1300,aceh,2,1 kg,2017,"August 3rd, 2017",Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,0,0.0,,3,m,1300.0,1300.0,1300.0
778,Arabica,raúl vargas,Colombia,,,huila,275,70 kg,2016,"February 20th, 2017",Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,0.0,0,7.0,Green,6,m,,,
779,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,894,Sul de Minas,320,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0.11,0,1.0,Green,3,m,894.0,894.0,894.0
780,Arabica,ipanema coffees,Brazil,rio verde,1,Sul de Minas,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,0.0,0,0.0,Green,1,m,1.0,1.0,1.0
781,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,1200-1400 masl,tres rios,275,350 kg,2015,"April 10th, 2015",Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0.0,0,0.0,Blue-Green,0,m,1200.0,1400.0,1300.0
782,Arabica,balam hinyula,Tanzania,ampcg,1500,kilimanjaro,300,2 kg,2014,"March 25th, 2015",Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,0,0.0,Green,5,m,1500.0,1500.0,1500.0
783,Arabica,ngorogoro convenant estate,Tanzania,ngorogoro convenant estate,1500 - 1700,ngorogoro,1,60 kg,2014,"January 8th, 2015",Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,0,0.0,Green,3,m,1500.0,1700.0,1600.0
784,Arabica,cafe politico,Colombia,,,,1,5 lbs,2013,"September 12th, 2014",,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,0.11,1,0.0,Green,0,m,,,
785,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,1.3,turrialba,150,69 kg,2013,"March 21st, 2014",Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,2,m,13.0,13.0,13.0
786,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,4,100 lbs,2012,"November 26th, 2012",Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0.11,0,0.0,Bluish-Green,0,ft,,,
787,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",1300,Veracruz,35,1 kg,2012,"September 10th, 2012",Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,0,0.0,Green,7,m,1300.0,1300.0,1300.0
788,Arabica,julio perez hernandez,Mexico,,1800,chiapas,250,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,0.13,3,0.0,Green,13,m,1800.0,1800.0,1800.0
789,Arabica,rosa aurora falcon fernandez,Mexico,bola de oro,1250,Veracruz,15,1 kg,2012,"July 26th, 2012",Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,11,m,1250.0,1250.0,1250.0
790,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",1040m,don duong,1,2 kg,2012,"July 23rd, 2012",Other,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,0,0.0,Green,2,m,1040.0,1040.0,1040.0
791,Arabica,sergio de la vequia bernardi,Mexico,tomatlancillo,1250,veracruz,250,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,1,m,1250.0,1250.0,1250.0
792,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,10,100 lbs,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0.1,0,0.0,Green,2,ft,,,
793,Arabica,carcafe ltda ci,Colombia,,1600 msnm,cauca,275,70 kg,January 2011,"April 18th, 2011",,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08,0.08,1,0.0,,5,m,1600.0,1600.0,1600.0
794,Arabica,bismarck castro,Honduras,las moras,1600,el paraíso,275,69 kg,2017,"June 1st, 2017",Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,m,1600.0,1600.0,1600.0
795,Arabica,bismarck castro,Honduras,las moras,1600,guinope el paraíso,275,69 kg,2016,"April 6th, 2017",Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,0,1.0,Green,7,m,1600.0,1600.0,1600.0
796,Arabica,ipanema coffees,Brazil,capoeirinha,944,Sul de Minas,230,60 kg,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.11,0,2.0,Green,3,m,944.0,944.0,944.0
797,Arabica,didas,Tanzania,family farm,1500-1800,kilimanjaro,2,80 kg,2015,"November 16th, 2015",Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,0,0.0,Green,20,m,1500.0,1800.0,1650.0
798,Arabica,minwook ku,Laos,club green,1250m,Bolaven Plateau,1,2 kg,2015,"November 5th, 2015",Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,0.12,0,0.0,Blue-Green,0,m,1250.0,1250.0,1250.0
799,Arabica,finca estate,Tanzania,finca estate,1300- 1400,meru,1,60 kg,2014,"December 18th, 2014",Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,0,0.0,Green,3,m,1300.0,1400.0,1350.0
800,Arabica,afca,Malawi,chikali,2500m,mzuzu,16,60 kg,2014,"October 31st, 2014",Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,0.13,0,0.0,Bluish-Green,1,m,2500.0,2500.0,2500.0
801,Arabica,"lin, che-hao krude 林哲豪",Taiwan,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡",600m,"dongshan dist., tainan city 臺南市東山區",50,20 kg,2013,"July 22nd, 2014",Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0,0.09,0,0.0,Green,0,m,600.0,600.0,600.0
802,Arabica,doi tung development project,Thailand,,800++,chiang rai,1,1 kg,2013,"June 20th, 2014",,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0,0.11,0,0.0,Green,0,m,800.0,800.0,800.0
803,Arabica,eric thormaehlen,Costa Rica,various,1200-1400,central valley,250,1 kg,2013,"June 9th, 2014",Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,0.1,0,0.0,Green,4,m,1200.0,1400.0,1300.0
804,Arabica,beneficio santa rosa,Honduras,bsr,1400 m.s.n.m.,occidental,275,69 kg,2014,"April 30th, 2014",Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,5,m,1400.0,1400.0,1400.0
805,Arabica,racafe & cia s.c.a,Colombia,,1800 - 2000,huila,250,70 kg,2013,"September 13th, 2013",Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,1,m,1800.0,2000.0,1900.0
806,Arabica,"lin, che-hao krude 林哲豪",Taiwan,gao chun fang 高醇坊,600-700 m,"dongshan dist., tainan city 臺南市東山區",30,10 kg,2012,"June 3rd, 2013",Typica,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,0.12,0,0.0,Bluish-Green,0,m,600.0,700.0,650.0
807,Arabica,owen carver,Brazil,café do paraíso,894m - 1183m,Minas Gerais,1,2 kg,2012,"May 21st, 2013",Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.0,0.11,0,0.0,Blue-Green,0,m,894.0,1183.0,1038.5
808,Arabica,jorge octavio escamilla prado,Mexico,la ceiba,940,Veracruz,15,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,m,940.0,940.0,940.0
809,Arabica,nucoffee,Brazil,campo das flores,1000m,Sul de Minas,50,60 kg,2012,"June 4th, 2012",Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,m,1000.0,1000.0,1000.0
810,Arabica,nucoffee,Brazil,são josé da lagoa,1050m,cerrado,75,60 kg,2012,"April 11th, 2012",Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.11,0,0.0,Blue-Green,1,m,1050.0,1050.0,1050.0
811,Arabica,juan luis alvarado romero,Guatemala,el faro,,ocotepeque,250,1 kg,2012,"March 26th, 2012",Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,Green,3,m,,,
812,Arabica,nucoffee,Brazil,santa mariana/são vicente,950m,Sul de Minas,53,60 kg,2012,"February 17th, 2012",Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0,0.12,0,0.0,Green,2,m,950.0,950.0,950.0
813,Arabica,felipe isaza,Guatemala,conquista / morito,4600 ft.,santa rosa,250,2 kg,2012,"February 1st, 2012",Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0,0.0,0,0.0,Green,10,ft,1402.08,1402.08,1402.08
814,Arabica,racafe & cia s.c.a,Colombia,,de 1.600 a 1.950 msn,huila,150,70 kg,Mayo a Julio,"July 29th, 2011",Caturra,,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,82.0,0.07,0,0.0,,2,m,1600.0,1950.0,1775.0
815,Arabica,juan luis alvarado romero,Guatemala,la esperanza,1901,santa rosa,25,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,0.1,0,0.0,Green,1,m,1901.0,1901.0,1901.0
816,Arabica,juan luis alvarado romero,Guatemala,las delicias,4000,santa rosa,50,69 kg,2017,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,0.11,0,2.0,Green,0,ft,1219.2,1219.2,1219.2
817,Arabica,bismarck castro,Honduras,los hicaques,1400,comayagua,274,67 kg,2017,"June 1st, 2017",Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,81.92,0.12,0,0.0,Green,1,m,1400.0,1400.0,1400.0
818,Arabica,gabriel barbara,Brazil,santa bárbara,1020,Minas Gerais,305,59 kg,2016 / 2017,"October 26th, 2016",Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,81.92,0.11,0,0.0,Green,4,m,1020.0,1020.0,1020.0
819,Arabica,consejo salvadoreño del café,El Salvador,la esperanza,1250,Chalatenango,275,69 kg,2014,"May 5th, 2015",Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92,0.11,0,0.0,Green,2,m,1250.0,1250.0,1250.0
820,Arabica,juan luis alvarado romero,Guatemala,las cebollas y anexos,1300 a 1800 mtrs. a nivel del mar,santa rosa,275,69 kg,2015,"April 20th, 2015",Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,0.11,0,0.0,Green,7,m,1300.0,1800.0,1550.0
821,Arabica,mcomafa co ltd,Tanzania,mcomafa farm no1155gr,1877,mbeya,114,60 kg,2014,"January 6th, 2015",Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,0,0.0,Green,4,m,1877.0,1877.0,1877.0
822,Arabica,chris finch,Nicaragua,,,,275,5 lbs,2013,"July 29th, 2014",,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,81.92,0.12,3,0.0,Green,4,m,,,
823,Arabica,lusso lab,Zambia,mubuyu munali,1000-1500m,mubuyu estate,13,2 kg,2014,"June 20th, 2014",SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,81.92,0.0,1,0.0,,3,m,1000.0,1500.0,1250.0
824,Arabica,rob tuttle,Honduras,,,,1,2 kg,2012,"January 17th, 2014",,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,81.92,0.11,0,0.0,Green,0,m,,,
825,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon coffee 龍咖啡,1000 m,taichung xinshe 台中市新社區,35,30 kg,2012,"December 26th, 2013",Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92,0.11,0,0.0,Green,0,m,1000.0,1000.0,1000.0
826,Arabica,calixto guillen vazquez,Mexico,various,1300,chiapas,450,1 kg,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,81.92,0.12,0,0.0,Green,6,m,1300.0,1300.0,1300.0
827,Arabica,saul m. hernandez ramirez,Mexico,platanal,981,Hidalgo,10,1 kg,2012,"September 27th, 2012",Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,81.92,0.13,2,0.0,None,7,m,981.0,981.0,981.0
828,Arabica,saul m. hernandez ramirez,Mexico,texpanco,690,Hidalgo,10,1 kg,2012,"September 27th, 2012",Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,81.92,0.14,2,0.0,None,8,m,690.0,690.0,690.0
829,Arabica,juan hermilio sampieri carcamo,Mexico,la laja,1650,veracruz,30,1 kg,2012,"July 11th, 2012",Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92,0.12,0,0.0,Green,4,m,1650.0,1650.0,1650.0
830,Arabica,modesto landeros flores,Mexico,mata larga,1000,fortín de las flores,62,1 kg,2012,"July 11th, 2012",Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,81.92,0.12,0,0.0,Green,0,m,1000.0,1000.0,1000.0
831,Arabica,nucoffee,Brazil,sitío corrego da olaria/são caetano,1100m,grama valley,8,60 kg,2012,"February 29th, 2012",Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,81.92,0.12,0,0.0,Green,3,m,1100.0,1100.0,1100.0
832,Arabica,exportadora de cafe condor s.a,Colombia,,1600 m.s.n.m,cundinamarca,250,70 kg,4T/2010,"February 1st, 2011",,,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.92,0.09,0,0.0,,1,m,1600.0,1600.0,1600.0
